"shapeid","osm_id","name","ref","type","oneway","bridge","tunnel","maxspeed"
"45500","413854161","NULL","NULL","residential","0","0","0","NULL"
"45501","413854162","NULL","NULL","residential","0","0","0","NULL"
"45502","413854163","NULL","NULL","residential","0","0","0","NULL"
"45503","413854164","NULL","NULL","residential","0","0","0","NULL"
"45504","413854165","NULL","NULL","residential","0","0","0","NULL"
"45505","413854166","NULL","NULL","residential","0","0","0","NULL"
"45506","413854167","NULL","NULL","residential","0","0","0","NULL"
"45507","413854168","Ramal a el Tajito","NULL","secondary","1","0","0","NULL"
"45508","413854169","Ramal a el Tajito","NULL","secondary","0","0","0","NULL"
"45509","413854170","Ramal a el Tajito","NULL","secondary","1","0","0","NULL"
"45510","413854171","NULL","NULL","unclassified","1","0","0","NULL"
"45511","413854172","NULL","NULL","unclassified","1","0","0","NULL"
"45512","413854173","NULL","NULL","unclassified","0","0","0","NULL"
"45513","413854174","NULL","NULL","unclassified","0","0","0","NULL"
"45514","413854175","Boulevard Mexico","NULL","secondary","1","0","0","NULL"
"45515","413854176","Ramal a el Tajito","NULL","secondary","1","0","0","NULL"
"45516","413854177","Boulevard Mexico","NULL","secondary","1","0","0","NULL"
"45517","413854306","NULL","NULL","residential","0","0","0","NULL"
"45518","413859330","Carretera Gómez Palacio-Tlahualilo","MEX 40 Spur","primary","0","0","0","60"
"45519","413859331","Carretera Tlahualilo-Gómez Palacio","MEX 40 Spur","primary","1","0","0","60"
"45520","413859332","Carretera Gómez Palacio-Tlahualilo","MEX 40 Spur","primary","1","0","0","60"
"45521","413859333","NULL","NULL","unclassified","0","0","0","NULL"
"45522","413859337","NULL","NULL","tertiary","0","0","0","NULL"
"45523","413859345","NULL","NULL","residential","0","0","0","NULL"
"45524","413859346","NULL","NULL","residential","0","0","0","NULL"
"45525","413859347","NULL","NULL","residential","0","0","0","NULL"
"45526","413859348","NULL","NULL","residential","0","0","0","NULL"
"45527","413867576","Boulevard San Pedro","NULL","secondary","1","0","0","NULL"
"45528","413867577","Boulevard San Pedro","NULL","secondary","1","0","0","NULL"
"45529","413867578","NULL","NULL","primary_link","1","0","0","NULL"
"45530","413867579","NULL","NULL","primary_link","1","0","0","NULL"
"45531","413867580","Calle San Pablo","NULL","unclassified","1","0","0","NULL"
"45532","413867581","Calle San Pablo","NULL","unclassified","1","0","0","NULL"
"45533","413867582","NULL","NULL","trunk_link","1","0","0","NULL"
"45534","413867583","NULL","NULL","trunk_link","1","0","0","NULL"
"45535","413867584","NULL","NULL","secondary","1","0","0","NULL"
"45536","413867585","NULL","NULL","secondary","1","0","0","NULL"
"45537","413867586","NULL","NULL","secondary_link","1","0","0","NULL"
"45538","413867587","NULL","NULL","secondary_link","1","0","0","NULL"
"45539","413867588","Boulevard Ferropuertos","NULL","secondary","1","0","0","NULL"
"45540","413867589","Boulevard Ferropuertos","NULL","secondary","1","0","0","NULL"
"45541","413867590","Calle Ferropuertos","NULL","unclassified","1","0","0","NULL"
"45542","413867591","Calle Ferropuertos","NULL","unclassified","1","0","0","NULL"
"45543","413867592","Privada Del Desierto","NULL","unclassified","1","0","0","NULL"
"45544","413867593","Privada Del Desierto","NULL","unclassified","1","0","0","NULL"
"45545","413867594","NULL","NULL","service","0","0","0","NULL"
"45546","413867595","NULL","NULL","service","0","0","0","NULL"
"45547","413867596","NULL","NULL","unclassified","0","0","0","NULL"
"45548","413867597","Boulevard San Pedro","NULL","secondary","1","0","0","NULL"
"45549","413867598","Boulevard San Pedro","NULL","secondary","1","0","0","NULL"
"45550","413867599","NULL","NULL","secondary","1","0","0","NULL"
"45551","413867600","NULL","NULL","unclassified","0","0","0","NULL"
"45552","413867601","NULL","NULL","secondary","1","0","0","NULL"
"45553","413867602","NULL","NULL","secondary","1","0","0","NULL"
"45554","413867603","NULL","NULL","secondary","1","0","0","NULL"
"45555","413867604","Calle Laguna","NULL","unclassified","0","0","0","NULL"
"45556","413867605","Calle Parras","NULL","unclassified","0","0","0","NULL"
"45557","413867606","Calle Palmas","NULL","unclassified","0","0","0","NULL"
"45558","413867607","NULL","NULL","secondary_link","1","0","0","NULL"
"45559","413867608","NULL","NULL","secondary_link","0","0","0","NULL"
"45560","413867609","NULL","NULL","secondary_link","0","0","0","NULL"
"45561","413867610","NULL","NULL","service","1","0","0","NULL"
"45562","413867611","NULL","NULL","service","1","0","0","NULL"
"45563","413867612","NULL","NULL","secondary_link","1","0","0","NULL"
"45564","413867613","NULL","NULL","service","0","0","0","NULL"
"45565","413867614","NULL","NULL","service","0","0","0","NULL"
"45566","413867615","NULL","NULL","service","0","0","0","NULL"
"45567","413867616","NULL","NULL","service","0","0","0","NULL"
"45568","413867617","NULL","NULL","service","0","0","0","NULL"
"45569","413867618","NULL","NULL","service","0","0","0","NULL"
"45570","413867619","NULL","NULL","service","0","0","0","NULL"
"45571","413867620","NULL","NULL","service","0","0","0","NULL"
"45572","413867621","NULL","NULL","service","1","0","0","NULL"
"45573","413994650","NULL","NULL","unclassified","0","1","0","NULL"
"45574","413994651","NULL","NULL","unclassified","0","0","0","NULL"
"45575","414004801","Las Flores","NULL","living_street","0","0","0","NULL"
"45576","414005080","Los Pinos","NULL","living_street","0","0","0","NULL"
"45577","414017553","NULL","NULL","residential","0","0","0","NULL"
"45578","414017554","NULL","NULL","residential","0","0","0","NULL"
"45579","414017555","NULL","NULL","residential","0","0","0","NULL"
"45580","414026434","La Joya","NULL","residential","0","0","0","NULL"
"45581","414046675","NULL","NULL","service","0","0","0","NULL"
"45582","414049021","NULL","NULL","unclassified","0","0","0","NULL"
"45583","414049024","NULL","NULL","service","1","0","0","NULL"
"45584","414049025","NULL","NULL","service","1","0","0","NULL"
"45585","414089399","NULL","NULL","unclassified","0","0","0","NULL"
"45586","414089401","NULL","NULL","unclassified","0","0","0","NULL"
"45587","414095150","NULL","NULL","residential","0","0","0","NULL"
"45588","414095151","NULL","NULL","residential","0","0","0","NULL"
"45589","414095152","NULL","NULL","residential","0","0","0","NULL"
"45590","414095153","NULL","NULL","residential","0","0","0","NULL"
"45591","414095154","NULL","NULL","residential","0","0","0","NULL"
"45592","414095155","NULL","NULL","residential","0","0","0","NULL"
"45593","414095156","NULL","NULL","residential","0","0","0","NULL"
"45594","414095157","NULL","NULL","residential","0","0","0","NULL"
"45595","414095158","NULL","NULL","residential","0","0","0","NULL"
"45596","414105900","NULL","NULL","residential","0","0","0","NULL"
"45597","414105901","NULL","NULL","secondary_link","0","0","0","NULL"
"45598","414105902","NULL","NULL","residential","0","0","0","NULL"
"45599","414105906","NULL","NULL","residential","1","0","0","NULL"
"45600","414105907","Avenida Costera","NULL","residential","0","0","0","NULL"
"45601","414105908","Calle Del Malecon","NULL","residential","0","0","0","NULL"
"45602","414112891","Cerrada Del Calcio","NULL","residential","0","0","0","NULL"
"45603","414112892","NULL","NULL","residential","0","0","0","NULL"
"45604","414112893","NULL","NULL","residential","0","0","0","NULL"
"45605","414112895","Cerrada Serenio","NULL","residential","0","0","0","NULL"
"45606","414112896","Cerrada Florencia","NULL","residential","0","0","0","NULL"
"45607","414114917","Cerrada Del Estroncio","NULL","residential","0","0","0","NULL"
"45608","414114918","NULL","NULL","residential","0","0","0","NULL"
"45609","414114919","Cerrada Del Barrio","NULL","residential","0","0","0","NULL"
"45610","414114920","NULL","NULL","residential","0","0","0","NULL"
"45611","414117065","Boulevard Rodriguez Triana","NULL","primary","1","0","0","NULL"
"45612","414117067","Boulevard Rodriguez Triana","NULL","primary","1","0","0","NULL"
"45613","414117068","Boulevard Rodriguez Triana","NULL","primary","1","0","0","NULL"
"45614","414117073","NULL","NULL","unclassified","0","0","0","NULL"
"45615","414117076","NULL","NULL","unclassified","0","0","0","NULL"
"45616","414118847","NULL","NULL","unclassified","0","0","0","NULL"
"45617","414118848","NULL","NULL","unclassified","0","0","0","NULL"
"45618","414118849","NULL","NULL","unclassified","0","0","0","NULL"
"45619","414118850","NULL","NULL","unclassified","0","0","0","NULL"
"45620","414118851","Parque Industrial las Americas","NULL","service","1","0","0","NULL"
"45621","414118852","NULL","NULL","service","1","0","0","NULL"
"45622","414118853","NULL","NULL","trunk_link","1","0","0","NULL"
"45623","414118854","NULL","NULL","trunk_link","1","0","0","NULL"
"45624","414118855","NULL","NULL","unclassified","1","0","0","NULL"
"45625","414118856","NULL","NULL","unclassified","1","0","0","NULL"
"45626","414118857","NULL","NULL","trunk_link","1","0","0","NULL"
"45627","414118858","NULL","NULL","trunk_link","1","0","0","NULL"
"45628","414118859","NULL","NULL","service","1","0","0","NULL"
"45629","414118860","NULL","NULL","service","0","0","0","NULL"
"45630","414118861","NULL","NULL","service","1","0","0","NULL"
"45631","414121280","Boulevard De la Libertad","NULL","tertiary","1","0","0","NULL"
"45632","414121281","Boulevard De la Libertad","NULL","tertiary","0","0","0","NULL"
"45633","414204709","leon","NULL","living_street","0","0","0","NULL"
"45634","414204710","leon","NULL","living_street","0","0","0","NULL"
"45635","414221403","Capricornio","NULL","residential","0","0","0","NULL"
"45636","414221404","Capricornio","NULL","residential","0","0","0","NULL"
"45637","414222469","Real de Almeira","NULL","residential","0","0","0","NULL"
"45638","414232892","NULL","NULL","residential","0","0","0","NULL"
"45639","414232893","NULL","NULL","residential","0","0","0","NULL"
"45640","414235693","Santa Mónica","NULL","residential","0","0","0","NULL"
"45641","414239205","NULL","NULL","road","0","0","0","NULL"
"45642","414536115","Periférico Raúl López Sánchez","MEX 40","motorway","1","0","0","80"
"45643","414536116","Periférico Raúl López Sánchez","MEX 40","motorway","1","1","0","80"
"45644","414536117","Periferico Raul Lopez Sanchez","MEX 40","motorway","0","1","0","40"
"45645","414536118","Periferico Raul Lopez Sanchez","MEX 40","motorway","1","0","0","40"
"45646","414536119","Periferico Raul Lopez Sanchez","MEX 40","motorway","1","0","0","40"
"45647","414536120","Periferico Raul Lopez Sanchez","MEX 40","motorway","1","1","0","40"
"45648","414536121","Periférico Raúl López Sánchez","MEX 40","motorway","1","1","0","40"
"45649","414536122","Periférico Raúl López Sánchez","MEX 40","motorway","1","0","0","80"
"45650","414536123","Periférico Raúl López Sánchez","MEX 40","motorway","1","0","0","80"
"45651","414536124","Periférico Raúl López Sánchez","MEX 40","motorway","1","1","0","80"
"45652","414536317","Periférico Raúl López Sánchez","MEX 40","motorway","1","0","0","80"
"45653","414536318","Periférico Raúl López Sánchez","MEX 40","motorway","1","1","0","80"
"45654","414536319","Avenida Bravo","NULL","secondary","1","0","0","NULL"
"45655","414536320","Avenida Bravo","NULL","secondary","1","0","0","60"
"45656","414536321","Avenida Bravo","NULL","secondary","1","0","0","NULL"
"45657","414536322","Periférico Raúl López Sánchez","NULL","trunk","1","0","0","NULL"
"45658","414536323","Periférico Raúl López Sánchez","NULL","trunk","1","0","0","NULL"
"45659","414536324","Avenida Bravo","NULL","secondary","1","0","0","60"
"45660","414620595","NULL","NULL","residential","0","0","0","NULL"
"45661","414620596","NULL","NULL","residential","0","0","0","NULL"
"45662","414620597","NULL","NULL","residential","0","0","0","NULL"
"45663","414620598","NULL","NULL","residential","0","0","0","NULL"
"45664","414620599","NULL","NULL","residential","0","0","0","NULL"
"45665","414620600","NULL","NULL","residential","0","0","0","NULL"
"45666","414770498","NULL","NULL","residential","0","0","0","NULL"
"45667","414770499","NULL","NULL","residential","0","0","0","NULL"
"45668","414770500","NULL","NULL","residential","0","0","0","NULL"
"45669","414770501","NULL","NULL","residential","0","0","0","NULL"
"45670","414770502","NULL","NULL","unclassified","0","0","0","NULL"
"45671","414770503","NULL","NULL","service","0","0","0","NULL"
"45672","414770504","NULL","NULL","residential","0","0","0","NULL"
"45673","414770505","NULL","NULL","residential","0","0","0","NULL"
"45674","414770506","NULL","NULL","residential","0","0","0","NULL"
"45675","414770507","NULL","NULL","unclassified","0","0","0","NULL"
"45676","414770508","NULL","NULL","residential","0","0","0","NULL"
"45677","414770509","NULL","NULL","residential","0","0","0","NULL"
"45678","414770510","NULL","NULL","residential","0","1","0","NULL"
"45679","414770511","NULL","NULL","residential","0","0","0","NULL"
"45680","414770512","NULL","NULL","unclassified","0","0","0","NULL"
"45681","414770513","NULL","NULL","residential","0","0","0","NULL"
"45682","414770514","NULL","NULL","residential","0","0","0","NULL"
"45683","414770516","NULL","NULL","residential","0","0","0","NULL"
"45684","414770517","NULL","NULL","residential","0","0","0","NULL"
"45685","414770518","NULL","NULL","residential","0","0","0","NULL"
"45686","414770519","NULL","NULL","residential","0","0","0","NULL"
"45687","414770520","NULL","NULL","residential","0","0","0","NULL"
"45688","414770521","NULL","NULL","residential","0","0","0","NULL"
"45689","414770522","NULL","NULL","residential","0","0","0","NULL"
"45690","414770523","NULL","NULL","residential","0","0","0","NULL"
"45691","414770524","NULL","NULL","service","0","0","0","NULL"
"45692","414770525","NULL","NULL","residential","0","0","0","NULL"
"45693","414770526","NULL","NULL","residential","0","0","0","NULL"
"45694","414770527","NULL","NULL","residential","0","0","0","NULL"
"45695","414770528","NULL","NULL","residential","0","0","0","NULL"
"45696","414770529","NULL","NULL","residential","0","0","0","NULL"
"45697","414770530","NULL","NULL","residential","0","0","0","NULL"
"45698","414784143","NULL","NULL","unclassified","0","1","0","NULL"
"45699","414784144","NULL","NULL","unclassified","0","0","0","NULL"
"45700","414784145","Zaragoza","COAH 105","secondary","0","1","0","NULL"
"45701","414787802","NULL","COAH 105","secondary","0","0","0","NULL"
"45702","414787803","NULL","COAH 105","secondary","0","1","0","NULL"
"45703","414787809","NULL","NULL","unclassified","0","0","0","NULL"
"45704","414787810","NULL","NULL","unclassified","0","0","0","NULL"
"45705","414787811","NULL","NULL","unclassified","0","0","0","NULL"
"45706","414787812","NULL","NULL","unclassified","0","1","0","NULL"
"45707","414787813","NULL","NULL","unclassified","0","1","0","NULL"
"45708","414787814","NULL","NULL","unclassified","0","1","0","NULL"
"45709","414787815","NULL","NULL","unclassified","0","1","0","NULL"
"45710","414787816","NULL","NULL","unclassified","0","0","0","NULL"
"45711","414787817","NULL","NULL","unclassified","0","0","0","NULL"
"45712","414787818","NULL","NULL","unclassified","0","0","0","NULL"
"45713","414789631","NULL","NULL","residential","0","0","0","NULL"
"45714","414789632","NULL","NULL","unclassified","0","0","0","NULL"
"45715","414789633","NULL","NULL","unclassified","0","1","0","NULL"
"45716","414789634","NULL","NULL","unclassified","0","1","0","NULL"
"45717","414789635","NULL","NULL","unclassified","0","1","0","NULL"
"45718","414789636","NULL","NULL","residential","0","0","0","NULL"
"45719","414789637","NULL","NULL","unclassified","0","0","0","NULL"
"45720","414789638","NULL","NULL","residential","0","0","0","NULL"
"45721","414789639","NULL","NULL","unclassified","0","0","0","NULL"
"45722","414789640","NULL","NULL","unclassified","0","0","0","NULL"
"45723","414864419","Entrada del Real","NULL","tertiary","0","0","0","NULL"
"45724","414864420","NULL","NULL","tertiary","0","0","0","NULL"
"45725","414864421","Carretera Guanaceví-Durango","MEX 23","primary","0","0","0","80"
"45726","414864422","Carretera Guanaceví-Durango","MEX 23","primary","0","1","0","80"
"45727","414871622","Calle A Guanaceví","MEX 23","primary","1","0","0","30"
"45728","414871628","NULL","NULL","residential","0","0","0","NULL"
"45729","414871630","Calle A Guanaceví","MEX 23","primary","0","0","0","30"
"45730","414871633","Calle A Guanaceví","MEX 23","primary","1","0","0","30"
"45731","414871638","Calle Nogal","NULL","residential","0","0","0","NULL"
"45732","414871641","Calle Diez","NULL","residential","0","0","0","NULL"
"45733","414871643","Carretera Guanaceví-Durango","MEX 23","primary","0","0","0","80"
"45734","414871644","Prolongación Hidalgo","MEX 23","primary","1","0","0","30"
"45735","414871645","NULL","NULL","primary_link","1","0","0","NULL"
"45736","414871646","NULL","NULL","primary_link","1","0","0","NULL"
"45737","414871647","NULL","NULL","primary_link","1","0","0","NULL"
"45738","414871648","NULL","NULL","primary_link","1","0","0","NULL"
"45739","414871649","Calle Sacrificio","NULL","residential","0","0","0","NULL"
"45740","414871650","Calle San Jose","NULL","residential","0","0","0","NULL"
"45741","414871651","Calle Negrete","NULL","residential","0","0","0","NULL"
"45742","414871652","NULL","NULL","residential","0","0","0","NULL"
"45743","414872793","Carretera Guanaceví-Durango","MEX 23","primary","0","1","0","80"
"45744","414872794","Carretera Guanaceví-Durango","MEX 23","primary","0","0","0","80"
"45745","414938878","NULL","NULL","residential","0","0","0","NULL"
"45746","414938879","NULL","NULL","residential","0","0","0","NULL"
"45747","414938880","NULL","NULL","residential","0","0","0","NULL"
"45748","414938881","NULL","NULL","residential","0","0","0","NULL"
"45749","414938882","NULL","NULL","tertiary","0","0","0","NULL"
"45750","414938883","Calle Allende","NULL","residential","0","0","0","NULL"
"45751","414941594","NULL","NULL","residential","0","0","0","NULL"
"45752","414941595","NULL","NULL","residential","1","0","0","NULL"
"45753","414950891","Carretera La Zarca-Durango","MEX 45","primary","0","0","0","90"
"45754","414950894","Carretera La Zarca-Durango","MEX 45","primary","0","0","0","90"
"45755","414950900","Carretera Durango-La Zarca","MEX 45","primary","1","0","0","60"
"45756","414950905","Carretera La Zarca-Durango","MEX 45","primary","0","0","0","90"
"45757","414950985","Carretera Durango-La Zarca","MEX 45","primary","1","0","0","60"
"45758","414950989","Carretera Durango-La Zarca","MEX 45","primary","1","1","0","60"
"45759","414950992","NULL","NULL","primary_link","1","0","0","NULL"
"45760","414950995","NULL","NULL","primary_link","1","0","0","NULL"
"45761","414950997","NULL","NULL","primary_link","1","0","0","NULL"
"45762","414951000","NULL","NULL","primary_link","1","0","0","NULL"
"45763","414951002","NULL","NULL","primary_link","1","0","0","NULL"
"45764","414951005","NULL","NULL","primary_link","1","0","0","NULL"
"45765","414951007","NULL","NULL","primary_link","1","0","0","NULL"
"45766","414951009","NULL","NULL","primary_link","1","0","0","NULL"
"45767","414951013","NULL","NULL","service","1","0","0","NULL"
"45768","414985005","NULL","NULL","unclassified","0","1","0","NULL"
"45769","414985008","NULL","NULL","residential","0","0","0","NULL"
"45770","414985013","NULL","NULL","path","0","0","0","NULL"
"45771","414985015","NULL","NULL","unclassified","0","0","0","NULL"
"45772","414985018","NULL","NULL","residential","0","0","0","NULL"
"45773","414985021","NULL","NULL","unclassified","0","0","0","NULL"
"45774","415000824","NULL","COAH 103","secondary","0","1","0","NULL"
"45775","415000825","NULL","COAH 103","secondary","0","0","0","NULL"
"45776","415000826","NULL","COAH 105","secondary","0","1","0","NULL"
"45777","415000827","NULL","COAH 105","secondary","0","0","0","NULL"
"45778","415000842","NULL","NULL","unclassified","0","0","0","NULL"
"45779","415000845","NULL","NULL","unclassified","0","1","0","NULL"
"45780","415000847","NULL","NULL","unclassified","0","0","0","NULL"
"45781","415000850","NULL","NULL","unclassified","0","0","0","NULL"
"45782","415115930","Ebano","NULL","residential","0","0","0","NULL"
"45783","415144204","NULL","NULL","residential","0","0","0","NULL"
"45784","415144205","NULL","NULL","residential","0","0","0","NULL"
"45785","415144206","NULL","NULL","residential","0","0","0","NULL"
"45786","415144207","NULL","NULL","residential","0","0","0","NULL"
"45787","415144208","NULL","NULL","residential","0","0","0","NULL"
"45788","415144209","NULL","NULL","residential","0","0","0","NULL"
"45789","415144210","NULL","NULL","residential","0","0","0","NULL"
"45790","415144211","NULL","NULL","unclassified","0","0","0","NULL"
"45791","415167544","NULL","NULL","residential","0","0","0","NULL"
"45792","415167545","NULL","NULL","residential","1","0","0","NULL"
"45793","415269141","NULL","NULL","track","0","0","0","NULL"
"45794","415306430","NULL","NULL","track","0","0","0","NULL"
"45795","415306439","NULL","NULL","track","0","0","0","NULL"
"45796","415306440","NULL","NULL","track","0","0","0","NULL"
"45797","415306441","NULL","NULL","track","0","0","0","NULL"
"45798","415306446","NULL","NULL","track","0","0","0","NULL"
"45799","415306447","NULL","NULL","track","0","0","0","NULL"
"45800","415306448","NULL","NULL","track","0","0","0","NULL"
"45801","415306450","NULL","NULL","track","0","0","0","NULL"
"45802","415307228","NULL","NULL","track","0","0","0","NULL"
"45803","415326245","NULL","NULL","unclassified","0","0","0","NULL"
"45804","415333799","NULL","NULL","unclassified","0","0","0","NULL"
"45805","415333801","NULL","NULL","residential","0","0","0","NULL"
"45806","415333802","NULL","NULL","residential","0","0","0","NULL"
"45807","415333804","NULL","NULL","residential","0","0","0","NULL"
"45808","415333806","NULL","NULL","residential","0","0","0","NULL"
"45809","415416948","NULL","COAH 105","secondary","0","0","0","NULL"
"45810","415416949","NULL","COAH 105","secondary","0","1","0","NULL"
"45811","415424092","NULL","COAH 105","secondary","0","1","0","NULL"
"45812","415424093","NULL","COAH 105","secondary","0","1","0","NULL"
"45813","415424094","NULL","COAH 105","secondary","0","0","0","NULL"
"45814","415424095","NULL","COAH 105","secondary","0","0","0","NULL"
"45815","415424112","NULL","NULL","unclassified","0","0","0","NULL"
"45816","415424114","NULL","NULL","residential","0","0","0","NULL"
"45817","415424115","NULL","NULL","unclassified","0","0","0","NULL"
"45818","415424116","NULL","NULL","residential","0","0","0","NULL"
"45819","415424117","NULL","NULL","unclassified","0","0","0","NULL"
"45820","415424118","NULL","NULL","residential","0","0","0","NULL"
"45821","415424119","NULL","NULL","residential","0","0","0","NULL"
"45822","416601542","NULL","NULL","construction","0","0","0","NULL"
"45823","417910379","NULL","NULL","service","0","0","0","NULL"
"45824","417910384","NULL","NULL","service","0","0","0","NULL"
"45825","418201889","Degollado","NULL","residential","1","0","0","NULL"
"45826","418201890","José Agustín Castro","NULL","primary","1","0","0","NULL"
"45827","418201891","José Agustín Castro","NULL","primary","1","0","0","NULL"
"45828","418201892","Primera del Cerro","NULL","residential","0","0","0","NULL"
"45829","418201893","Pereyra","NULL","secondary","0","0","0","NULL"
"45830","418201894","Fidencio Valenzuela","NULL","residential","0","0","0","NULL"
"45831","418201895","Degollado","NULL","secondary","1","0","0","NULL"
"45832","418202288","NULL","NULL","track","0","0","0","NULL"
"45833","418202289","NULL","NULL","track","0","0","0","NULL"
"45834","418202337","NULL","NULL","track","0","0","0","NULL"
"45835","418202338","NULL","NULL","track","0","0","0","NULL"
"45836","418202339","NULL","NULL","track","0","0","0","NULL"
"45837","418202426","NULL","NULL","track","0","0","0","NULL"
"45838","418202427","NULL","NULL","track","0","0","0","NULL"
"45839","418202721","NULL","NULL","service","0","0","0","NULL"
"45840","418202722","NULL","NULL","service","0","0","0","NULL"
"45841","418203109","NULL","NULL","service","0","0","0","NULL"
"45842","418203111","NULL","NULL","service","0","0","0","NULL"
"45843","418203112","NULL","NULL","service","0","0","0","NULL"
"45844","418872054","Calle Adolfo López Mateos","MEX 30","primary","0","0","0","NULL"
"45845","418872055","Avenida Catarino Benavides","NULL","residential","0","0","0","NULL"
"45846","418872056","Avenida Ignacio Allende","NULL","residential","0","0","0","NULL"
"45847","418872057","NULL","NULL","residential","0","0","0","NULL"
"45848","418872058","NULL","NULL","residential","0","0","0","NULL"
"45849","418872059","NULL","NULL","residential","0","0","0","NULL"
"45850","418872060","Avenida Degollado","NULL","residential","0","0","0","NULL"
"45851","418872061","Carretera San Pedro-Tacubaya-San Lorenzo","COAH 62","secondary","0","0","0","60"
"45852","418872062","Boulevard Miguel Hidalgo","MEX 30","trunk","1","0","0","50"
"45853","418872064","Carretera San Pedro de las Colonias-Torreón","MEX 30","trunk","1","0","0","70"
"45854","418872065","NULL","NULL","residential","1","0","0","NULL"
"45855","418872066","NULL","NULL","residential","1","0","0","NULL"
"45856","418872067","NULL","NULL","residential","0","0","0","NULL"
"45857","418872068","NULL","NULL","residential","0","0","0","NULL"
"45858","418872069","NULL","NULL","residential","0","0","0","NULL"
"45859","418872070","NULL","NULL","residential","0","0","0","NULL"
"45860","418872071","NULL","NULL","residential","0","0","0","NULL"
"45861","418872072","NULL","NULL","residential","0","0","0","NULL"
"45862","418872073","NULL","NULL","residential","0","0","0","NULL"
"45863","418872074","NULL","NULL","residential","0","0","0","NULL"
"45864","418872075","NULL","NULL","residential","0","0","0","NULL"
"45865","418872076","NULL","NULL","residential","0","0","0","NULL"
"45866","418872077","NULL","NULL","residential","0","0","0","NULL"
"45867","418872078","NULL","NULL","residential","0","0","0","NULL"
"45868","418872079","NULL","NULL","residential","0","0","0","NULL"
"45869","418872080","NULL","NULL","residential","0","0","0","NULL"
"45870","418872081","NULL","NULL","residential","0","0","0","NULL"
"45871","418872082","NULL","NULL","residential","0","0","0","NULL"
"45872","418872083","NULL","NULL","residential","0","0","0","NULL"
"45873","418872084","NULL","NULL","residential","0","0","0","NULL"
"45874","418872085","NULL","NULL","residential","0","0","0","NULL"
"45875","418872086","NULL","NULL","residential","0","0","0","NULL"
"45876","418872087","NULL","NULL","residential","0","0","0","NULL"
"45877","418872088","NULL","NULL","residential","0","0","0","NULL"
"45878","418872089","NULL","NULL","residential","0","0","0","NULL"
"45879","418872090","NULL","NULL","residential","0","0","0","NULL"
"45880","418872091","NULL","NULL","residential","0","0","0","NULL"
"45881","418872092","NULL","NULL","residential","0","0","0","NULL"
"45882","418872093","Calzada Las Rosas","NULL","tertiary","0","0","0","NULL"
"45883","418872094","NULL","NULL","residential","0","0","0","NULL"
"45884","418872095","Calle Río Nazas","NULL","tertiary","0","0","0","NULL"
"45885","418872096","Calle Pedro J. Fernández","NULL","tertiary","0","0","0","NULL"
"45886","418872097","Calle Duranzo","NULL","residential","0","0","0","NULL"
"45887","418872098","NULL","NULL","residential","0","0","0","NULL"
"45888","418872099","NULL","NULL","residential","0","0","0","NULL"
"45889","418872100","NULL","NULL","residential","0","0","0","NULL"
"45890","418872101","NULL","NULL","residential","0","0","0","NULL"
"45891","418872102","NULL","NULL","residential","0","0","0","NULL"
"45892","418872103","NULL","NULL","residential","0","0","0","NULL"
"45893","418872104","NULL","NULL","residential","0","0","0","NULL"
"45894","418872105","NULL","NULL","residential","0","0","0","NULL"
"45895","418872106","NULL","NULL","residential","0","0","0","NULL"
"45896","418872107","NULL","NULL","residential","0","0","0","NULL"
"45897","418872108","NULL","NULL","residential","0","0","0","NULL"
"45898","418872109","Avenida Independencia","NULL","tertiary","1","0","0","NULL"
"45899","418872110","NULL","NULL","residential","0","0","0","NULL"
"45900","418872111","NULL","NULL","residential","0","0","0","NULL"
"45901","418872112","NULL","NULL","residential","0","0","0","NULL"
"45902","418872113","NULL","NULL","residential","0","0","0","NULL"
"45903","418872114","NULL","NULL","residential","0","0","0","NULL"
"45904","418872115","NULL","NULL","service","0","0","0","NULL"
"45905","418872116","Avenida Independencia","NULL","tertiary","1","0","0","NULL"
"45906","418872117","NULL","NULL","residential","0","0","0","NULL"
"45907","418872118","Avenida Durango","NULL","residential","0","0","0","NULL"
"45908","418872119","NULL","NULL","residential","0","0","0","NULL"
"45909","418872120","NULL","NULL","residential","0","0","0","NULL"
"45910","418872121","NULL","NULL","residential","0","0","0","NULL"
"45911","418872122","Avenida Chihuahua","NULL","residential","0","0","0","NULL"
"45912","418872123","Calle Galeana","NULL","tertiary","0","0","0","NULL"
"45913","418876352","Carretera Mayran-La Cuchilla","NULL","tertiary","0","0","0","NULL"
"45914","418876353","Carretera San Felipe-Percell","NULL","tertiary","0","0","0","NULL"
"45915","418876354","Ramal San Particio","NULL","tertiary","0","0","0","NULL"
"45916","418876355","Avendia Miguel Hidalgo","NULL","residential","0","0","0","NULL"
"45917","418876356","NULL","NULL","residential","0","0","0","NULL"
"45918","418876357","NULL","NULL","residential","0","0","0","NULL"
"45919","418876358","NULL","NULL","residential","0","0","0","NULL"
"45920","418876359","Avenida José María Morelos","NULL","tertiary","0","0","0","NULL"
"45921","418876360","NULL","NULL","residential","0","0","0","NULL"
"45922","418876361","Calle Juan Acuña","NULL","residential","0","0","0","NULL"
"45923","418876362","Avenida José María Morelos","NULL","residential","0","0","0","NULL"
"45924","418876363","Calle Juan Acuña","NULL","tertiary","0","0","0","NULL"
"45925","418876364","NULL","NULL","residential","0","0","0","NULL"
